,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type,brand,model
15600,Mini Cooper S Countryman 2.0A,131888.0,20820.0,2017-12-29,1998.0,30000.0,Sports,Mini,Cooper S Countryman 2.0A
15601,Bentley Flying Spur 4.0A V8 S,509000.0,,2018-12-20,3993.0,32000.0,Luxury,Bentley,Flying Spur 4.0A V8 S
15602,MINI Cooper S Countryman 2.0A,154888.0,21000.0,2018-11-08,1998.0,49490.0,Sports,MINI,Cooper S Countryman 2.0A
15603,McLaren 12C (New 10-yr COE),499000.0,49860.0,2012-11-23,3798.0,35000.0,Sports,McLaren,12C (New 10-yr COE)
15604,Nissan Cabstar (COE till 08/2024),23800.0,12170.0,2009-08-19,2953.0,,Truck,Nissan,Cabstar (COE till 08/2024)
15605,Porsche 718 Cayman 2.0A PDK,289800.0,40160.0,2018-09-13,1988.0,50000.0,Sports,Porsche,718 Cayman 2.0A PDK
15606,Volkswagen Golf R 5DR Sunroof,85000.0,28980.0,2014-10-10,1984.0,150000.0,Sports,Volkswagen,Golf R 5DR Sunroof
15607,Audi S5 Sportback 3.0A TFSI Quattro (COE till 09/2030),133888.0,16580.0,2011-01-12,2995.0,49000.0,Sports,Audi,S5 Sportback 3.0A TFSI Quattro (COE till 09/2030)
15608,Subaru Impreza WRX 2.5M (COE till 03/2027),78888.0,17250.0,2007-04-30,2457.0,,Sports,Subaru,Impreza WRX 2.5M (COE till 03/2027)
15609,Volkswagen CC 1.8A TSI,39800.0,31760.0,2013-04-23,1798.0,176000.0,Luxury,Volkswagen,CC 1.8A TSI
15610,Mazda 3 1.5A Sunroof,62800.0,14060.0,2016-08-29,1496.0,127600.0,Sedan,Mazda,3 1.5A Sunroof
15611,Mitsubishi Evolution 10 GSR SST,108888.0,,2015-06-24,1998.0,,Sports,Mitsubishi,Evolution 10 GSR SST
15612,Peugeot 308CC 1.6A Turbo Sport (COE till 03/2032),85000.0,8880.0,2012-03-29,1598.0,110000.0,Sports,Peugeot,308CC 1.6A Turbo Sport (COE till 03/2032)
15613,Mercedes-Benz GLE-Class GLE450 Mild Hybrid 4MATIC,392988.0,35960.0,2022-03-12,2999.0,88.0,SUV,Mercedes-Benz,GLE-Class GLE450 Mild Hybrid 4MATIC
15614,Porsche Macan 2.0A PDK,355888.0,32180.0,2022-03-04,1984.0,88.0,SUV,Porsche,Macan 2.0A PDK
15615,Mercedes-Benz GLA-Class GLA200 AMG Line Premium,235800.0,22430.0,2022-03-02,1332.0,88.0,SUV,Mercedes-Benz,GLA-Class GLA200 AMG Line Premium
15616,Mercedes-Benz GLC-Class GLC300 Mild Hybrid AMG Line 4MATIC Premium Plus,318800.0,29380.0,2022-02-28,1991.0,88.0,SUV,Mercedes-Benz,GLC-Class GLC300 Mild Hybrid AMG Line 4MATIC Premium Plus
15617,BYD T3 Electric,106800.0,11220.0,2022-03-11,,44.0,Van,BYD,T3 Electric
15618,Kia Cerato 1.6A EX,79800.0,11420.0,2019-01-21,1591.0,,Sedan,Kia,Cerato 1.6A EX
15619,Mitsubishi Lancer 1.6M (COE till 04/2023),11800.0,19940.0,2008-04-09,1584.0,72000.0,Sedan,Mitsubishi,Lancer 1.6M (COE till 04/2023)
15620,Mercedes-Benz S-Class S63L AMG,598988.0,73120.0,2018-12-20,3982.0,14800.0,Sports,Mercedes-Benz,S-Class S63L AMG
15621,Porsche Cayenne 3.6A Tip (COE till 07/2032),163163.0,16600.0,2012-07-18,3598.0,150000.0,SUV,Porsche,Cayenne 3.6A Tip (COE till 07/2032)
15622,Kia K2500 Single-Cab,85800.0,9030.0,2022-03-04,2497.0,,Truck,Kia,K2500 Single-Cab
15623,Nissan NV200 1.5M,45800.0,9950.0,2017-04-12,1461.0,79600.0,Van,Nissan,NV200 1.5M
15624,BMW M Series M2 Coupe Competition,325800.0,36820.0,2020-03-23,2979.0,22000.0,Sports,BMW,M Series M2 Coupe Competition
15625,Mercedes-Benz GLA-Class GLA45 AMG 4MATIC,133800.0,29400.0,2016-02-26,1991.0,103000.0,SUV,Mercedes-Benz,GLA-Class GLA45 AMG 4MATIC
15626,Mercedes-Benz GLA-Class GLA200 AMG Line,238800.0,23490.0,2022-01-04,1332.0,66.0,SUV,Mercedes-Benz,GLA-Class GLA200 AMG Line
15627,Honda Civic VTI EG6 (COE till 04/2029),84888.0,12750.0,1992-06-04,1595.0,,Sports,Honda,Civic VTI EG6 (COE till 04/2029)
15628,Mercedes-Benz S-Class S63 Coupe AMG,668000.0,,,3982.0,,Sports,Mercedes-Benz,S-Class S63 Coupe AMG
15629,Mercedes-Benz GLC-Class GLC43 AMG 4MATIC Premium Plus,403988.0,41440.0,2021-02-08,2996.0,652.0,SUV,Mercedes-Benz,GLC-Class GLC43 AMG 4MATIC Premium Plus
15630,Rolls-Royce Ghost EWB (New 10-yr COE),468468.0,46810.0,2012-08-10,6592.0,39986.0,Luxury,Rolls-Royce,Ghost EWB (New 10-yr COE)
15631,Honda Freed Hybrid 1.5A G Honda Sensing,145988.0,16350.0,2020-12-03,1496.0,68.0,MPV,Honda,Freed Hybrid 1.5A G Honda Sensing
15632,Mercedes-Benz S-Class S65L AMG Final Edition,788000.0,,,5980.0,3000.0,Luxury,Mercedes-Benz,S-Class S65L AMG Final Edition
15633,Toyota Sienta 1.5A G,100988.0,14000.0,2019-06-06,1496.0,58.0,MPV,Toyota,Sienta 1.5A G
15634,Ford Mustang 2.3A Ecoboost,168000.0,31480.0,2017-03-09,2261.0,48000.0,Sports,Ford,Mustang 2.3A Ecoboost
15635,Volkswagen Golf GTI 5DR (COE till 03/2027),58800.0,12860.0,2007-05-07,1984.0,75000.0,Sports,Volkswagen,Golf GTI 5DR (COE till 03/2027)
15636,Mercedes-Benz A-Class A200 AMG Line,148500.0,19470.0,2019-06-27,1332.0,41000.0,Hatchback,Mercedes-Benz,A-Class A200 AMG Line
15637,Mercedes-Benz S-Class S400L Hybrid,130888.0,40190.0,2013-11-27,3498.0,79000.0,Luxury,Mercedes-Benz,S-Class S400L Hybrid
15638,Kia Cerato Forte 1.6A SX (COE till 11/2029),63800.0,8820.0,2009-11-26,1591.0,114000.0,Sedan,Kia,Cerato Forte 1.6A SX (COE till 11/2029)
15639,Mercedes-Benz C-Class C180 Avantgarde,178800.0,19760.0,2020-09-08,1497.0,20000.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
15640,Ferrari 458 Italia,520000.0,530560.0,2013-04-29,4497.0,68800.0,Sports,Ferrari,458 Italia
15641,Honda Odyssey Hybrid 2.0A e-HEV Absolute,218988.0,20050.0,2022-07-21,1993.0,19.0,MPV,Honda,Odyssey Hybrid 2.0A e-HEV Absolute
15642,Porsche 911 Carrera 3.0A PDK,608800.0,55910.0,2021-12-10,2981.0,3480.0,Sports,Porsche,911 Carrera 3.0A PDK
15643,Mercedes-Benz S-Class S350L Sunroof (COE till 03/2026),53800.0,15190.0,2011-03-21,3498.0,,Luxury,Mercedes-Benz,S-Class S350L Sunroof (COE till 03/2026)
15644,Nissan GTR 3.8A Premium (COE till 10/2029),279800.0,39070.0,2009-11-16,3799.0,145000.0,Sports,Nissan,GTR 3.8A Premium (COE till 10/2029)
15645,Toyota Hiace 3.0A Super GL,64000.0,13640.0,2017-05-15,2982.0,110000.0,Van,Toyota,Hiace 3.0A Super GL
15646,Jeep Wrangler Unlimited Rubicon 2.0A,319800.0,29680.0,2022-06-23,1995.0,,SUV,Jeep,Wrangler Unlimited Rubicon 2.0A
15647,Opel Vivaro 1.6M,79888.0,10030.0,2020-08-20,1598.0,30000.0,Van,Opel,Vivaro 1.6M
15648,Toyota Dyna 150 2.8A,101800.0,10650.0,2022-03-25,2755.0,,Truck,Toyota,Dyna 150 2.8A
15649,Bentley Continental Flying Spur 6.0A (New 10-yr COE),243800.0,24360.0,2013-04-22,5998.0,54000.0,Luxury,Bentley,Continental Flying Spur 6.0A (New 10-yr COE)
15650,Toyota Corolla Altis 1.6A,23800.0,17270.0,2013-08-06,1598.0,88776.0,Sedan,Toyota,Corolla Altis 1.6A
15651,Nissan NV200 1.5M,46888.0,9330.0,2017-09-14,1461.0,77663.0,Van,Nissan,NV200 1.5M
15652,MINI Cooper S 1.6A Sunroof (COE till 11/2031),92999.0,10060.0,2012-02-14,1598.0,119000.0,Sports,MINI,Cooper S 1.6A Sunroof (COE till 11/2031)
15653,Mercedes-Benz A-Class A200,61800.0,19500.0,2015-06-12,1595.0,73500.0,Hatchback,Mercedes-Benz,A-Class A200
15654,Mercedes-Benz CLA-Class CLA200,55888.0,29480.0,2014-03-13,1595.0,160000.0,Luxury,Mercedes-Benz,CLA-Class CLA200
15655,Honda Vezel 1.5A G,141988.0,14010.0,2022-07-19,1496.0,11.0,SUV,Honda,Vezel 1.5A G
15656,Mazda 3 1.5A Sunroof,62800.0,12490.0,2017-04-07,1496.0,88000.0,Sedan,Mazda,3 1.5A Sunroof
15657,Ferrari F430 F1 Spider (COE till 03/2030),398888.0,51890.0,2010-03-31,4308.0,7488.0,Sports,Ferrari,F430 F1 Spider (COE till 03/2030)
15658,Subaru Forester 2.0i-L Sunroof,81800.0,14240.0,2017-12-15,1995.0,139688.0,SUV,Subaru,Forester 2.0i-L Sunroof
15659,Jaguar XE 2.0A R-Dynamic SE,189800.0,19950.0,2021-02-18,1997.0,3500.0,Luxury,Jaguar,XE 2.0A R-Dynamic SE
15660,Volkswagen T-Cross 1.0A TSI R-Line,128800.0,13170.0,2021-07-26,999.0,5888.0,SUV,Volkswagen,T-Cross 1.0A TSI R-Line
15661,Toyota Corolla Altis 1.6A (COE till 04/2029),59900.0,9060.0,2009-04-15,1598.0,125640.0,Sedan,Toyota,Corolla Altis 1.6A (COE till 04/2029)
15662,Volvo XC60 T5 Momentum,194800.0,21860.0,2020-07-14,1969.0,30688.0,SUV,Volvo,XC60 T5 Momentum
15663,Peugeot 308 1.2A PureTech Allure,77800.0,12050.0,2018-04-17,1199.0,50000.0,Hatchback,Peugeot,308 1.2A PureTech Allure
15664,Mitsubishi Attrage 1.2A Sports,77800.0,9530.0,2020-07-29,1193.0,29000.0,Sedan,Mitsubishi,Attrage 1.2A Sports
15665,Bentley Flying Spur 4.0A V8,340000.0,88040.0,2014-08-25,3993.0,68500.0,Luxury,Bentley,Flying Spur 4.0A V8
15666,BMW 7 Series 740i Sunroof,55999.0,,2012-12-28,2979.0,87000.0,Luxury,BMW,7 Series 740i Sunroof
15667,Honda Airwave 1.5A M (COE till 10/2024),22800.0,10560.0,2009-11-06,1496.0,145000.0,Stationwagon,Honda,Airwave 1.5A M (COE till 10/2024)
15668,Mitsubishi Lancer EX 2.0A GLS (COE till 02/2023),7588.0,,2008-02-15,1998.0,,Sedan,Mitsubishi,Lancer EX 2.0A GLS (COE till 02/2023)
15669,Honda Civic 1.6A VTi,91888.0,13850.0,2018-07-27,1597.0,73167.0,Sedan,Honda,Civic 1.6A VTi
15670,Toyota Wish 1.8A Elegance,63100.0,13910.0,2016-06-30,1798.0,98000.0,MPV,Toyota,Wish 1.8A Elegance
15671,Mazda 6 2.0A,77500.0,14240.0,2017-05-31,1998.0,54655.0,Luxury,Mazda,6 2.0A
15672,Honda Civic Type R 2.0M (COE till 08/2027),104800.0,20990.0,2007-09-18,1998.0,203988.0,Sports,Honda,Civic Type R 2.0M (COE till 08/2027)
15673,BMW M Series M140i 5DR,133000.0,24740.0,2017-03-15,2998.0,100000.0,Hatchback,BMW,M Series M140i 5DR
15674,Toyota Wish 1.8A (COE till 11/2022),6200.0,,2007-11-29,1794.0,,MPV,Toyota,Wish 1.8A (COE till 11/2022)
15675,Mitsubishi Lancer 1.6A GLX Sports (COE till 09/2029),58000.0,8200.0,2009-10-13,1584.0,,Sedan,Mitsubishi,Lancer 1.6A GLX Sports (COE till 09/2029)
15676,Mercedes-Benz GLE-Class GLE63S AMG 4MATIC,269800.0,37940.0,2017-03-09,5461.0,87988.0,SUV,Mercedes-Benz,GLE-Class GLE63S AMG 4MATIC
15677,Volkswagen Golf GTI 5DR Sunroof (COE till 03/2024),30900.0,20430.0,2009-03-10,1984.0,,Sports,Volkswagen,Golf GTI 5DR Sunroof (COE till 03/2024)
15678,Subaru Impreza WRX 2.5M STI (COE till 10/2028),122888.0,19970.0,2008-10-29,2457.0,,Sports,Subaru,Impreza WRX 2.5M STI (COE till 10/2028)
15679,Ferrari 488 GTB,838800.0,122790.0,2017-09-02,3902.0,17000.0,Sports,Ferrari,488 GTB
15680,Bentley Continental GT 4.0A V8,348800.0,72190.0,2015-06-12,3993.0,96000.0,Sports,Bentley,Continental GT 4.0A V8
15681,Peugeot RCZ 1.6A Turbo (COE till 02/2031),110000.0,12960.0,2011-03-22,1598.0,86600.0,Sports,Peugeot,RCZ 1.6A Turbo (COE till 02/2031)
15682,Hyundai Elantra 1.6A GLS S (OPC),62800.0,10640.0,2018-01-09,1591.0,29440.0,Sedan,Hyundai,Elantra 1.6A GLS S (OPC)
15683,BMW 1 Series 116d,82800.0,14840.0,2017-10-11,1496.0,62000.0,Hatchback,BMW,1 Series 116d
15684,Mercedes-Benz E-Class E200 NGT (COE till 10/2028),59800.0,9710.0,2008-10-30,1796.0,,Luxury,Mercedes-Benz,E-Class E200 NGT (COE till 10/2028)
15685,Hyundai Tucson 1.6A GLS T-GDi DCT Turbo S Sunroof,165800.0,17010.0,2021-07-15,1598.0,13050.0,SUV,Hyundai,Tucson 1.6A GLS T-GDi DCT Turbo S Sunroof
15686,Toyota Harrier Turbo 2.0A Premium,114888.0,16770.0,2018-03-29,1998.0,62000.0,SUV,Toyota,Harrier Turbo 2.0A Premium
15687,Mazda 6 2.0A,59800.0,15220.0,2015-12-30,1998.0,62000.0,Luxury,Mazda,6 2.0A
15688,Volvo V40 T4 R-Design,103800.0,14770.0,2018-10-30,1969.0,46528.0,Hatchback,Volvo,V40 T4 R-Design
15689,Nissan Juke 1.6A,59800.0,14280.0,2016-04-07,1598.0,96000.0,SUV,Nissan,Juke 1.6A
15690,Honda Odyssey 2.4A Absolute 8-Seater,91800.0,18540.0,2016-09-06,2356.0,81000.0,MPV,Honda,Odyssey 2.4A Absolute 8-Seater
15691,Mazda 3 1.5A Sunroof,57900.0,12140.0,2017-01-16,1496.0,117200.0,Sedan,Mazda,3 1.5A Sunroof
15692,BMW M Series M3 Coupe Competition Package (COE till 11/2031),199000.0,21530.0,2013-01-08,3999.0,78440.0,Sports,BMW,M Series M3 Coupe Competition Package (COE till 11/2031)
15693,Bentley Flying Spur 6.0A W12,329000.0,174100.0,2013-08-23,5998.0,61000.0,Luxury,Bentley,Flying Spur 6.0A W12
15694,Maserati GranTurismo 4.2A,139000.0,80150.0,2013-06-19,4244.0,29000.0,Sports,Maserati,GranTurismo 4.2A
15695,Audi A3 Sedan 1.4A TFSI Attraction,68800.0,14690.0,2016-10-11,1395.0,151338.0,Luxury,Audi,A3 Sedan 1.4A TFSI Attraction
15696,Honda City 1.5A SV,61900.0,12240.0,2017-03-20,1497.0,65000.0,Sedan,Honda,City 1.5A SV
15697,Mercedes-Benz C-Class C180 Avantgarde,95000.0,21210.0,2016-04-28,1595.0,75539.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
15698,Jaguar XK8 4.0A Cabriolet (COE till 04/2026),120000.0,32830.0,1996-12-19,3996.0,94000.0,Sports,Jaguar,XK8 4.0A Cabriolet (COE till 04/2026)
15699,Porsche 911 Carrera S Coupe Tip (COE till 01/2026),170000.0,51030.0,2006-01-03,3824.0,100500.0,Sports,Porsche,911 Carrera S Coupe Tip (COE till 01/2026)
15700,BMW 3 Series 320i Coupe Sunroof (COE till 11/2030),97000.0,11770.0,2011-03-29,1995.0,90000.0,Sports,BMW,3 Series 320i Coupe Sunroof (COE till 11/2030)
15701,Honda Shuttle 1.5A G,61700.0,12920.0,2017-02-10,1496.0,77000.0,Stationwagon,Honda,Shuttle 1.5A G
15702,BMW X1 sDrive20i,101588.0,19360.0,2016-11-29,1998.0,68688.0,SUV,BMW,X1 sDrive20i
15703,Toyota Corolla Altis 1.6A Standard,86888.0,12620.0,2018-10-10,1598.0,21988.0,Sedan,Toyota,Corolla Altis 1.6A Standard
15704,Porsche 718 Cayman 2.0A PDK,338888.0,43120.0,2019-04-01,1988.0,27000.0,Sports,Porsche,718 Cayman 2.0A PDK
15705,Mazda 5 2.0A Sunroof,40800.0,14130.0,2015-02-13,1998.0,95000.0,MPV,Mazda,5 2.0A Sunroof
15706,Toyota Camry 2.0A (COE till 09/2023),15800.0,14940.0,2008-09-26,1998.0,,Luxury,Toyota,Camry 2.0A (COE till 09/2023)
15707,Mitsubishi Lancer 1.6A GLX (COE till 12/2029),64888.0,8910.0,2009-12-16,1584.0,299544.0,Sedan,Mitsubishi,Lancer 1.6A GLX (COE till 12/2029)
15708,Honda Jazz 1.5A L,39800.0,14480.0,2015-03-30,1498.0,85866.0,Hatchback,Honda,Jazz 1.5A L
15709,Volkswagen Polo 1.2A (COE till 12/2025),33800.0,10360.0,2010-12-09,1197.0,121500.0,Hatchback,Volkswagen,Polo 1.2A (COE till 12/2025)
15710,Mercedes-Benz S-Class S350L (COE till 04/2026),49800.0,13690.0,2006-04-25,3498.0,,Luxury,Mercedes-Benz,S-Class S350L (COE till 04/2026)
15711,BMW X5 xDrive35i 7-Seater Sunroof (COE till 05/2031),118888.0,13600.0,2011-08-24,2979.0,160153.0,SUV,BMW,X5 xDrive35i 7-Seater Sunroof (COE till 05/2031)
15712,BMW 5 Series 520i,29438.0,,2013-02-18,1997.0,,Luxury,BMW,5 Series 520i
15713,Honda Civic Type R EK9 (COE till 04/2029),198888.0,29870.0,2000-07-25,1595.0,,Sports,Honda,Civic Type R EK9 (COE till 04/2029)
15714,Mazda 6 2.0A Executive,123000.0,13620.0,2020-10-28,1998.0,15500.0,Luxury,Mazda,6 2.0A Executive
15715,Foton Aumark,60000.0,,2017-09-28,3759.0,40000.0,Truck,Foton,Aumark
15716,Mitsubishi Eclipse Cross 1.5A Sunroof,98000.0,13730.0,2018-10-05,1499.0,47678.0,SUV,Mitsubishi,Eclipse Cross 1.5A Sunroof
15717,Hyundai Avante 1.6A S (COE till 03/2024),16500.0,10620.0,2009-03-25,1591.0,221000.0,Sedan,Hyundai,Avante 1.6A S (COE till 03/2024)
15718,BMW 5 Series 535i Sunroof (COE till 09/2030),123888.0,15340.0,2010-12-28,2979.0,120088.0,Luxury,BMW,5 Series 535i Sunroof (COE till 09/2030)
15719,Honda Civic HB 1.5M,185800.0,19000.0,2021-11-17,1496.0,7000.0,Hatchback,Honda,Civic HB 1.5M
15720,BMW M Series M4 Coupe Competition Launch Edition,463888.0,40560.0,2022-03-04,2993.0,1727.0,Sports,BMW,M Series M4 Coupe Competition Launch Edition
15721,BMW ALPINA B7 Bi-Turbo LWB Sunroof,465800.0,62710.0,2017-06-14,4395.0,26500.0,Sports,BMW,ALPINA B7 Bi-Turbo LWB Sunroof
15722,Honda Shuttle 1.5A G Honda Sensing,95830.0,12620.0,2019-11-18,1496.0,,Stationwagon,Honda,Shuttle 1.5A G Honda Sensing
15723,Volvo V40 T2,74500.0,13890.0,2017-04-28,1498.0,83000.0,Hatchback,Volvo,V40 T2
15724,Bentley Bentayga 4.0A,718800.0,76510.0,2019-12-05,3996.0,28000.0,SUV,Bentley,Bentayga 4.0A
15725,Volkswagen Golf Cabriolet 1.4A TSI (COE till 09/2031),85800.0,9460.0,2011-09-28,1390.0,125272.0,Sports,Volkswagen,Golf Cabriolet 1.4A TSI (COE till 09/2031)
15726,BMW 2 Series Gran Tourer 218i Sport,172800.0,16440.0,2021-11-10,1499.0,3196.0,MPV,BMW,2 Series Gran Tourer 218i Sport
15727,Porsche Macan Diesel S 3.0A PDK,148500.0,37150.0,2015-04-30,2967.0,109000.0,SUV,Porsche,Macan Diesel S 3.0A PDK
15728,Rolls-Royce Ghost (New 10-yr COE),568000.0,56750.0,2012-06-14,6592.0,49000.0,Luxury,Rolls-Royce,Ghost (New 10-yr COE)
15729,Mercedes-Benz E-Class E250,62800.0,24050.0,2014-02-05,1991.0,103000.0,Luxury,Mercedes-Benz,E-Class E250
15730,Mercedes-Benz SLK-Class SLK250 (New 10-yr COE),175800.0,17570.0,2013-05-02,1796.0,82000.0,Sports,Mercedes-Benz,SLK-Class SLK250 (New 10-yr COE)
15731,Toyota ProAce Electric Icon,126800.0,13090.0,2022-05-12,,,Van,Toyota,ProAce Electric Icon
15732,Toyota Vios 1.5A E,51168.0,12030.0,2016-05-11,1497.0,87200.0,Sedan,Toyota,Vios 1.5A E
15733,Audi RS 3 Sedan 2.5A TFSI Quattro S-tronic,399800.0,37990.0,2022-03-25,2480.0,88.0,Sports,Audi,RS 3 Sedan 2.5A TFSI Quattro S-tronic
15734,Audi A3 Sedan 1.4A TFSI Ambiente,63800.0,15620.0,2016-04-29,1395.0,,Luxury,Audi,A3 Sedan 1.4A TFSI Ambiente
15735,Aston Martin V12 Vantage S 6.0A,438500.0,80800.0,2016-01-15,5935.0,21000.0,Sports,Aston,Martin V12 Vantage S 6.0A
15736,Mercedes-Benz GLC-Class GLC63 S AMG 4MATIC+,339800.0,,2021-06-02,3982.0,20110.0,SUV,Mercedes-Benz,GLC-Class GLC63 S AMG 4MATIC+
15737,Nissan NV200 1.5M,28800.0,12080.0,2015-01-22,1461.0,178922.0,Van,Nissan,NV200 1.5M
15738,Maserati Levante 3.0A,338000.0,36710.0,2020-04-06,2979.0,27000.0,SUV,Maserati,Levante 3.0A
15739,BMW M Series M8 Competition Convertible,618800.0,58530.0,2020-10-02,4395.0,3352.0,Sports,BMW,M Series M8 Competition Convertible
15740,Mercedes-Benz S-Class S63L AMG Executive,490000.0,,2020-09-18,3982.0,25000.0,Sports,Mercedes-Benz,S-Class S63L AMG Executive
15741,Volkswagen Phaeton 3.2A LWB (COE till 07/2026),105000.0,27280.0,2006-07-11,3189.0,188695.0,Luxury,Volkswagen,Phaeton 3.2A LWB (COE till 07/2026)
15742,Volkswagen Jetta Sport 1.4A TSI,23800.0,,2012-11-12,1390.0,182526.0,Sedan,Volkswagen,Jetta Sport 1.4A TSI
15743,Honda N-Box Slash GL,140800.0,14530.0,2022-03-10,658.0,38.0,Hatchback,Honda,N-Box Slash GL
15744,Land Rover Defender 90,298000.0,29940.0,2021-05-31,1997.0,3988.0,SUV,Land,Rover Defender 90
15745,Toyota Hiace 3.0M,99800.0,10510.0,2022-03-02,2982.0,13.0,Van,Toyota,Hiace 3.0M
15746,Datsun 280ZX T-Top (COE till 01/2029),150000.0,,2019-01-14,2753.0,,Sports,Datsun,280ZX T-Top (COE till 01/2029)
15747,Maxus E-Deliver 3,119800.0,12600.0,2022-03-07,,,Van,Maxus,E-Deliver 3
15748,Porsche 911 Turbo Coupe 3.8A PDK (COE till 01/2031),392888.0,47000.0,2011-01-12,3800.0,126542.0,Sports,Porsche,911 Turbo Coupe 3.8A PDK (COE till 01/2031)
15749,BMW 5 Series 520i,91800.0,19510.0,2016-03-10,1997.0,82789.0,Luxury,BMW,5 Series 520i
15750,Bentley Continental GT 4.0A V8 S,309999.0,75850.0,2014-09-19,3993.0,32631.0,Sports,Bentley,Continental GT 4.0A V8 S
15751,Suzuki Swift Sport 1.6M (COE till 03/2029),63800.0,9720.0,2009-03-27,1586.0,,Hatchback,Suzuki,Swift Sport 1.6M (COE till 03/2029)
15752,Toyota Dyna 150 2.8A,101800.0,10730.0,2022-02-28,2755.0,,Truck,Toyota,Dyna 150 2.8A
15753,Toyota Dyna 150 2.8M,99800.0,10530.0,2022-02-25,2755.0,,Truck,Toyota,Dyna 150 2.8M
15754,Land Rover Defender 90 Hardtop,125000.0,41700.0,2015-09-03,2198.0,60000.0,Truck,Land,Rover Defender 90 Hardtop
15755,MINI One 1.6A (COE till 12/2031),78800.0,8450.0,2012-03-06,1598.0,75500.0,Hatchback,MINI,One 1.6A (COE till 12/2031)
15756,BMW 5 Series 535i (COE till 10/2030),111500.0,13660.0,2010-11-29,2979.0,179000.0,Luxury,BMW,5 Series 535i (COE till 10/2030)
15757,Mercedes-Benz E-Class E250 CGI Coupe (COE till 02/2031),129000.0,15190.0,2011-04-08,1796.0,110000.0,Sports,Mercedes-Benz,E-Class E250 CGI Coupe (COE till 02/2031)
15758,Porsche 911 Turbo Cabriolet Tip (COE till 01/2028),298000.0,55550.0,2008-01-15,3600.0,54800.0,Sports,Porsche,911 Turbo Cabriolet Tip (COE till 01/2028)
15759,Mercedes-Benz GLB-Class GLB200 AMG Line,198800.0,20490.0,2021-05-25,1332.0,5000.0,SUV,Mercedes-Benz,GLB-Class GLB200 AMG Line
15760,Porsche Cayenne 3.6A Tip,118888.0,67360.0,2013-08-14,3598.0,,SUV,Porsche,Cayenne 3.6A Tip
15761,Mercedes-Benz E-Class E220d Premium Plus,137800.0,23730.0,2017-05-03,1950.0,89000.0,Luxury,Mercedes-Benz,E-Class E220d Premium Plus
15762,BMW 7 Series 740Li M-Sport,497988.0,43830.0,2021-10-29,2998.0,652.0,Luxury,BMW,7 Series 740Li M-Sport
15763,BMW 2 Series 218i Coupe Sunroof,118800.0,18970.0,2018-01-03,1499.0,,Sports,BMW,2 Series 218i Coupe Sunroof
15764,Honda City 1.5A i-VTEC (COE till 12/2030),70000.0,8400.0,2011-03-23,1497.0,,Sedan,Honda,City 1.5A i-VTEC (COE till 12/2030)
15765,Porsche Cayenne Turbo 4.0A Tip,503800.0,57630.0,2019-01-18,3996.0,35000.0,SUV,Porsche,Cayenne Turbo 4.0A Tip
15766,Ferrari 599 GTO (COE till 09/2030),2500000.0,309530.0,2010-11-12,5999.0,3000.0,Sports,Ferrari,599 GTO (COE till 09/2030)
15767,BMW 2 Series 216d Gran Tourer Luxury,77800.0,16750.0,2016-07-28,1496.0,85000.0,MPV,BMW,2 Series 216d Gran Tourer Luxury
15768,Mercedes-Benz E-Class E250 AMG Line Sunroof,152800.0,22730.0,2017-11-30,1991.0,45000.0,Luxury,Mercedes-Benz,E-Class E250 AMG Line Sunroof
15769,Porsche 911 Turbo Coupe 3.6A Tip (COE till 07/2027),238000.0,48500.0,2008-03-28,3600.0,105291.0,Sports,Porsche,911 Turbo Coupe 3.6A Tip (COE till 07/2027)
15770,Porsche Cayenne 3.6A Tip (COE till 09/2031),165000.0,18180.0,2011-11-14,3598.0,100000.0,SUV,Porsche,Cayenne 3.6A Tip (COE till 09/2031)
15771,Suzuki Swift 1.3A (COE till 12/2028),51800.0,8230.0,2008-12-18,1328.0,143495.0,Hatchback,Suzuki,Swift 1.3A (COE till 12/2028)
15772,Mercedes-Benz C-Class C160 Avantgarde,174800.0,18730.0,2020-12-10,1497.0,10300.0,Luxury,Mercedes-Benz,C-Class C160 Avantgarde
15773,Opel Insignia Grandsport 1.5A Turbo Innovation,118778.0,13000.0,2020-09-01,1490.0,,Luxury,Opel,Insignia Grandsport 1.5A Turbo Innovation
15774,Mazda 6 2.5A Sunroof,81800.0,14460.0,2017-05-03,2488.0,,Luxury,Mazda,6 2.5A Sunroof
15775,BMW 5 Series 523i (COE till 07/2030),98888.0,12510.0,2010-07-30,2497.0,,Luxury,BMW,5 Series 523i (COE till 07/2030)
15776,Mercedes-Benz CLA-Class CLA200 Urban,110888.0,19620.0,2017-07-27,1595.0,43308.0,Luxury,Mercedes-Benz,CLA-Class CLA200 Urban
15777,BMW 5 Series 520i Sport,150800.0,22400.0,2018-02-27,1998.0,76000.0,Sports,BMW,5 Series 520i Sport
15778,Opel Insignia Grandsport 1.5A Turbo Innovation Premium Edition,106800.0,12580.0,2019-08-30,1490.0,63000.0,Luxury,Opel,Insignia Grandsport 1.5A Turbo Innovation Premium Edition
15779,Nissan NV350 Caravan 2.0A DX,67688.0,6990.0,2022-05-12,1998.0,,Van,Nissan,NV350 Caravan 2.0A DX
